origin,visit
26682023,1
26682333,1
26682440,1
26682840,1
26685039,1
26686158,1
26686236,1
26687845,1
26687866,1
26690145,1
26694076,1
26698402,1
26699238,1
26699430,1
26699963,1
26702998,1
26703500,1
26703983,1
26704688,1
26705401,1
26706312,1
26707725,1
26708751,1
26710774,1
26711425,1
26711667,1
26713493,1
26715398,1
26717510,1
26717903,1
26718802,1
26719684,1
26720151,1
26721652,1
26722185,1
26722401,1
26722775,1
26723223,1
26724081,1
26724282,1
26730760,1
26733083,1
26733563,1
26735696,1
26736183,1
26737697,1
26738774,1
26740378,1
26740505,1
26740562,1
26741433,1
26741571,1
26742792,1
26743470,1
26743532,1
26744460,1
26745173,1
26748660,1
26750860,1
26751380,1
26754011,1
26755221,1
26756271,1
26756657,1
26757441,1
26758819,1
26760232,1
26761454,1
26762111,1
26762451,1
26764122,1
26765209,1
26765767,1
26765967,1
26766772,1
26769162,1
26769723,1
26773260,1
26774000,1
26774052,1
26774401,1
26776341,1
26776566,1
26776609,1
26776837,1
26777617,1
26777642,1
26777901,1
26778075,1
26778576,1
26780840,1
26780853,1
26782088,1
26782253,1
26783302,1
26784235,1
26784907,1
26785459,1
26787094,1
26788057,1
26790695,1
26790815,1
26791643,1
26794034,1
26794399,1
26799104,1
26799792,1
26800429,1
26800754,1
26800882,1
26801035,1
26801078,1
26801228,1
26802672,1
26804489,1
26807213,1
26807560,1
26807850,1
26810707,1
26811620,1
26811658,1
26813540,1
26814275,1
26814566,1
26815418,1
26816395,1
26817873,1
26818124,1
26818455,1
26819539,1
26819981,1
26820201,1
26821298,1
26822416,1
26823026,1
26824258,1
26824757,1
26825006,1
26825476,1
26825889,1
26827559,1
26828269,1
26828504,1
26828880,1
26833999,1
26834749,1
26835186,1
26835388,1
26836006,1
26836446,1
26838815,1
26838878,1
26840377,1
26840783,1
26842049,1
26842175,1
26843085,1
26844931,1
26846075,1
26847565,1
26847950,1
26848329,1
26848748,1
26849326,1
26849972,1
26850781,1
26852973,1
26853604,1
26854434,1
26854974,1
26855880,1
26855964,1
26856895,1
26859439,1
26860009,1
26864916,1
26865827,1
26868286,1
26870325,1
26872840,1
26873483,1
26876660,1
26876954,1
26878009,1
26879126,1
26881580,1
26881691,1
26882462,1
26883024,1
26883430,1
26883894,1
26885031,1
26885171,1
26885193,1
26885393,1
26886499,1
26886810,1
26888495,1
26891210,1
26891852,1
26893036,1
26895723,1
26896043,1
26896166,1
26898332,1
26898789,1
26900753,1
26902489,1
26904979,1
26905963,1
26907132,1
26908204,1
26909024,1
26909358,1
26909735,1
26913354,1
26914427,1
26915456,1
26916936,1
26919204,1
26920964,1
26921165,1
26921339,1
26921497,1
26921525,1
26923355,1
26923362,1
26925463,1
26926773,1
26926899,1
26927882,1
26929244,1
26930864,1
26931506,1
26931935,1
26932213,1
26933644,1
26934966,1
26935000,1
26936066,1
26936139,1
26937535,1
26937635,1
26938912,1
26939653,1
26939844,1
26940414,1
26941449,1
26942831,1
26945540,1
26946465,1
26946754,1
26947089,1
26949183,1
26949356,1
26951385,1
26951919,1
26952989,1
26953690,1
26954609,1
26954869,1
26955068,1
26955283,1
26955634,1
26956156,1
26957831,1
26958542,1
26961988,1
26962969,1
26963200,1
26964743,1
26964767,1
26965233,1
26965486,1
26965560,1
26967894,1
26970631,1
26970762,1
26973065,1
26975512,1
26978142,1
26978445,1
26978989,1
26979332,1
26984033,1
26986898,1
26987118,1
26988779,1
26991559,1
26991603,1
26992731,1
26993270,1
26993841,1
26994584,1
26995852,1
26997691,1
26998195,1
26999943,1
27002207,1
27003454,1
27005134,1
27005441,1
27005565,1
27006821,1
27006954,1
27007129,1
27007737,1
27008177,1
27008809,1
27009526,1
27009552,1
27009617,1
27009794,1
27009975,1
27013526,1
27013881,1
27014698,1
27018056,1
27023070,1
27023354,1
27024376,1
27024548,1
27024743,1
27024811,1
27025036,1
27026705,1
27027807,1
27028010,1
27028346,1
27029595,1
27032669,1
27033025,1
27033084,1
27033368,1
27035477,1
27035586,1
27036976,1
27037732,1
27038739,1
27039963,1
27040356,1
27041913,1
27042731,1
27043051,1
27044538,1
27045063,1
27045799,1
27046035,1
27046508,1
27046612,1
27046712,1
27049583,1
27049955,1
27050569,1
27051957,1
27054089,1
27055451,1
27056039,1
27056091,1
27056250,1
27056664,1
27059062,1
27063354,1
27063756,1
27064052,1
27065279,1
27067304,1
27067914,1
27068227,1
27069774,1
27069973,1
27070174,1
27070449,1
27070715,1
27070935,1
27071257,1
27071560,1
27071809,1
27075529,1
27078794,1
27079515,1
27079777,1
27080509,1
27080526,1
27080992,1
27082025,1
27082872,1
27083269,1
27084827,1
27087107,1
27088264,1
27088739,1
27089038,1
27089261,1
27090092,1
27090553,1
27091045,1
27091245,1
27092053,1
27092437,1
27092641,1
27093175,1
27094384,1
27096374,1
27097909,1
27098251,1
27098368,1
27098423,1
27100579,1
27103630,1
27104186,1
27104272,1
27105804,1
27109132,1
27111848,1
27116579,1
27117382,1
27118242,1
27118314,1
27118902,1
27119030,1
27119972,1
27120028,1
27120597,1
27121033,1
27122247,1
27123088,1
27123268,1
27123557,1
27123619,1
27123863,1
27124107,1
27125434,1
27126123,1
27126685,1
27126977,1
27128268,1
27128922,1
27130031,1
27131513,1
27133834,1
27134166,1
27134865,1
27134869,1
27135228,1
27138132,1
27139948,1
27141563,1
27142898,1
27143281,1
27145074,1
27147508,1
27147881,1
27148411,1
27149310,1
27152129,1
27154713,1
27157201,1
27157562,1
27158727,1
27159684,1
27159750,1
27160090,1
27161536,1
27162231,1
27163572,1
27164881,1
27165292,1
27165780,1
27166010,1
27166477,1
27166972,1
27167264,1
27167537,1
27170700,1
27173587,1
27174552,1
27176338,1
27177583,1
27177893,1
27178746,1
27180735,1
27183963,1
27184558,1
27186564,1
27186745,1
27187547,1
27187575,1
27189683,1
27190770,1
27192549,1
27193194,1
27193221,1
27193713,1
27193881,1
27194307,1
27194517,1
27196020,1
27196490,1
27198414,1
27201281,1
27202721,1
27202921,1
27204552,1
27205043,1
27206106,1
27207560,1
27209702,1
27210153,1
27210376,1
27212285,1
27212604,1
27212856,1
27215604,1
27218016,1
27219565,1
27220474,1
27221087,1
27222765,1
27223295,1
27223334,1
27224944,1
27225437,1
27226074,1
27227069,1
27227717,1
27228045,1
27228619,1
27229289,1
27229387,1
27229943,1
27230723,1
27233178,1
27233698,1
27234933,1
27236063,1
27237881,1
27240612,1
27242844,1
27246078,1
27247332,1
27247641,1
27250747,1
27251123,1
27251468,1
27251962,1
27253288,1
27254439,1
27256718,1
27258120,1
27258947,1
27260088,1
27261663,1
27261715,1
27262132,1
27262446,1
27263937,1
27263980,1
27264117,1
27264868,1
27264874,1
27265067,1
27265728,1
27266115,1
27267907,1
27268365,1
27268437,1
27268836,1
27268918,1
27269275,1
27271824,1
27273004,1
27274075,1
27274591,1
27275234,1
27276300,1
27276651,1
27277674,1
27277907,1
27278846,1
27280718,1
27283618,1
27283939,1
27285149,1
27286062,1
27286794,1
27289276,1
27290975,1
27291135,1
27291332,1
27291863,1
27292089,1
27292356,1
27293649,1
27293996,1
27296858,1
27297951,1
27298640,1
27300445,1
27301686,1
27302994,1
27304062,1
27304225,1
27305397,1
27307433,1
27309069,1
27309267,1
27311767,1
27312184,1
27313422,1
27314446,1
27314710,1
27315567,1
27317445,1
27319918,1
27320807,1
27320884,1
27322496,1
27324213,1
27324884,1
27325322,1
27328037,1
27329564,1
27330698,1
27330757,1
27332699,1
27333833,1
27336317,1
27337438,1
27339686,1
27340704,1
27342098,1
27343139,1
27343244,1
27343781,1
27343985,1
27345740,1
27345755,1
27346378,1
27347529,1
27348222,1
27350551,1
27350830,1
27351053,1
27351118,1
27352552,1
27352736,1
27353613,1
27354685,1
27355031,1
27356839,1
27357809,1
27358488,1
27359018,1
27359102,1
27360137,1
27361037,1
27363626,1
27365510,1
27365536,1
27366226,1
27366417,1
27366592,1
27368047,1
27369309,1
27369423,1
27370072,1
27370239,1
27371043,1
27371106,1
27371930,1
27372384,1
27373920,1
27374568,1
27375807,1
27378675,1
27379228,1
27380367,1
27381806,1
27382835,1
27384075,1
27387134,1
27387436,1
27389961,1
27391404,1
27392155,1
27392676,1
27395537,1
27397120,1
27399137,1
27399933,1
27400288,1
27401195,1
27401569,1
27402301,1
27402694,1
27403865,1
27404191,1
27404377,1
27405006,1
27405606,1
27406231,1
27407075,1
27407133,1
27407841,1
27412431,1
27413165,1
27414722,1
27416357,1
27417208,1
27418970,1
27420462,1
27421257,1
27422454,1
27423453,1
27424941,1
27425534,1
27426632,1
27426681,1
27426787,1
27426824,1
27427175,1
27427181,1
27429216,1
27429836,1
27429851,1
27431170,1
27431937,1
27432694,1
27438736,1
27438931,1
27440149,1
27440955,1
27441184,1
27441193,1
27441554,1
27443314,1
27443505,1
27444613,1
27445205,1
27445310,1
27447240,1
27448834,1
27449173,1
27449506,1
27450913,1
27451770,1
27451836,1
27451935,1
27454416,1
27455205,1
27459006,1
27459960,1
27460764,1
27462042,1
27464079,1
27464083,1
27465013,1
27465176,1
27465717,1
27466512,1
27466529,1
27467096,1
27469958,1
27469988,1
27470702,1
27470810,1
27471064,1
27472412,1
27474734,1
27474743,1
27476948,1
27476974,1
27477109,1
27480577,1
27480933,1
27482847,1
27482938,1
27483581,1
27484098,1
27484437,1
27486064,1
27486132,1
27486894,1
27487419,1
27488060,1
27488244,1
27488378,1
27488466,1
27490271,1
27490523,1
27491409,1
27493079,1
27493418,1
27495888,1
27496449,1
27497080,1
27498453,1
27502736,1
27503336,1
27504097,1
27505207,1
27505290,1
27506142,1
27506464,1
27506787,1
27507774,1
27510313,1
27511272,1
27513264,1
27513837,1
27515603,1
27515818,1
27516117,1
27516520,1
27518493,1
27518885,1
27521218,1
27523048,1
27523909,1
27524115,1
27525471,1
27525909,1
27526136,1
27528276,1
27529010,1
27529118,1
27529138,1
27530677,1
27531655,1
27531965,1
27533139,1
27534160,1
27535369,1
27535685,1
27535726,1
27535995,1
27538402,1
27538439,1
27538970,1
27539509,1
27539695,1
27540251,1
27542386,1
27542476,1
27543491,1
27544705,1
27544744,1
27547435,1
27547574,1
27547764,1
27548400,1
27548886,1
27551341,1
27553958,1
27557083,1
27557870,1
27558102,1
27558303,1
27558613,1
27558666,1
27559213,1
27559760,1
27560665,1
27564274,1
27565842,1
27565902,1
27567007,1
27567496,1
27568498,1
27570657,1
27574172,1
27574572,1
27575621,1
27575791,1
27577470,1
27579066,1
27580854,1
27582561,1
27582987,1
27583267,1
27584390,1
27584524,1
27585156,1
27588893,1
27589144,1
27590147,1
27591745,1
27591852,1
27592632,1
27592948,1
27594477,1
27596190,1
27596338,1
27596865,1
27597583,1
27598919,1
27599664,1
27600420,1
27600556,1
27601858,1
27603407,1
27603457,1
27604958,1
27605033,1
27605601,1
27606232,1
27610609,1
27611374,1
27612607,1
27612758,1
27613913,1
27613961,1
27613963,1
27615085,1
27615668,1
27616467,1
27616828,1
27617449,1
27617485,1
27618003,1
27618372,1
27621090,1
27622638,1
27623231,1
27623291,1
27623681,1
27624255,1
27625438,1
27626894,1
27627442,1
27627520,1
27628429,1
27629182,1
27632417,1
27632887,1
27636807,1
27637166,1
27637380,1
27638463,1
27640167,1
27643018,1
27643697,1
27644335,1
27644771,1
27645285,1
27645655,1
27646227,1
27646261,1
27646844,1
27647366,1
27648587,1
27650063,1
27650943,1
27651488,1
27653636,1
27654747,1
27655240,1
27655606,1
27655974,1
27655976,1
27656214,1
27656444,1
27658501,1
27658996,1
27659242,1
27660548,1
27663522,1
27664042,1
27664529,1
27665126,1
27666463,1
27668522,1
27669093,1
27670070,1
27671175,1
27671877,1
27672964,1
27674736,1
27675377,1
27676170,1
27676637,1
27678051,1
27678147,1
27678456,1
27678459,1
27679147,1
27679472,1
27680529,1
27681730,1
27682047,1
27687634,1
27688396,1
27690516,1
27690611,1
27691436,1
27693395,1
27694010,1
27695624,1
27696955,1
27697188,1
27697264,1
27699009,1
27699037,1
27700663,1
27703083,1
27703102,1
27706108,1
27706824,1
27706901,1
27708586,1
27709010,1
27709734,1
27709783,1
27710694,1
27711443,1
27712297,1
27712959,1
27713862,1
27714440,1
27714458,1
27715621,1
27717365,1
27717867,1
27719170,1
27720806,1
27721316,1
27722052,1
27723805,1
27724953,1
27725894,1
27726794,1
27727444,1
27727919,1
27728567,1
27728649,1
27729460,1
27730146,1
27730227,1
27731568,1
27732158,1
27732821,1
27733493,1
27733859,1
27735166,1
27737199,1
27737752,1
27737870,1
27738100,1
27738154,1
27739397,1
27740068,1
27740112,1
27740770,1
27740986,1
27741729,1
27744275,1
27744393,1
27744713,1
27745000,1
27746292,1
27746413,1
27746503,1
27747625,1
27748343,1
27748739,1
27755385,1
27756233,1
27757556,1
27761004,1
27761249,1
27762464,1
27764204,1
27765019,1
27765470,1
27765814,1
27767242,1
27767455,1
27769681,1
27772087,1
27773834,1
27774106,1
27774657,1
27776687,1
27776690,1
27777479,1
27777657,1
27780160,1
27781911,1
27782308,1
27782415,1
27782677,1
27784889,1
27784946,1
27786834,1
27789558,1
27790889,1
27791518,1
27791950,1
27792220,1
27792880,1
27794385,1
27798058,1
27798892,1
27798921,1
27799200,1
27802532,1
27802548,1
27802833,1
27803539,1
27804959,1
27806565,1
27807154,1
27807312,1
27807745,1
27809510,1
27810240,1
27812043,1
27812661,1
27813036,1
27813286,1
27813496,1
27814760,1
27814808,1
27815913,1
27816697,1
27816703,1
27818408,1
27819819,1
27820122,1
27821220,1
27822412,1
27823003,1
27823230,1
27824659,1
27825632,1
27826457,1
27828098,1
27829066,1
27829107,1
27829111,1
27829358,1
27829679,1
27829925,1
27830690,1
27832233,1
27832366,1
27833292,1
27833294,1
27835703,1
27836112,1
27836907,1
27837639,1
27837905,1
27838246,1
27840535,1
27840597,1
27842390,1
27842398,1
27843489,1
27843571,1
27843747,1
27844417,1
27845498,1
27846194,1
27846613,1
27849333,1
27849983,1
27850003,1
27850837,1
27851545,1
27851630,1
27853529,1
27855503,1
27856212,1
27856495,1
27856815,1
27857492,1
27858990,1
27862494,1
27862969,1
27865881,1
27866304,1
27867665,1
27868513,1
27869064,1
27870136,1
27870240,1
27871764,1
27872588,1
27873168,1
27873932,1
27875388,1
27876826,1
27877083,1
27880384,1
27881147,1
27881310,1
27882177,1
27882322,1
27882766,1
27882828,1
27885236,1
27886440,1
27887262,1
27889383,1
27889473,1
27889510,1
27889676,1
27890611,1
27890761,1
27891116,1
27892991,1
27894010,1
27894233,1
27894256,1
27896180,1
27897112,1
27897268,1
27899604,1
27899968,1
27901041,1
27901199,1
27901733,1
27902074,1
27903799,1
27905986,1
27906497,1
27906733,1
27907904,1
27908253,1
27912281,1
27912614,1
27913035,1
27915302,1
27915521,1
27915815,1
27916232,1
27917186,1
27919255,1
27919538,1
27919748,1
27920250,1
27920258,1
27921365,1
27922853,1
27923147,1
27924094,1
27925875,1
27926801,1
27927441,1
27927460,1
27928035,1
27928536,1
27930285,1
27930298,1
27930787,1
27930859,1
27931079,1
27932352,1
27933561,1
27933965,1
27934100,1
27934851,1
27934946,1
27939210,1
27939257,1
27939486,1
27939557,1
27941741,1
27944132,1
27944831,1
27944937,1
27945439,1
27949553,1
27950742,1
27951103,1
27953392,1
27954154,1
27954460,1
27955139,1
27955461,1
27956765,1
27957755,1
27959407,1
27960894,1
27962378,1
27962554,1
27962600,1
27965908,1
27966558,1
27966601,1
27967079,1
27967100,1
27968864,1
27970416,1
27970712,1
27972091,1
27973987,1
27976353,1
27978471,1
27978702,1
27980370,1
27981472,1
27983789,1
27984632,1
27988144,1
27988560,1
27990078,1
27990803,1
27990856,1
27991519,1
27991566,1
27991912,1
27991922,1
27992011,1
27992039,1
27992973,1
27993690,1
27994429,1
27995308,1
27995539,1
27997234,1
27999143,1
28001787,1
28005011,1
28007226,1
28007761,1
28008724,1
28013693,1
28013710,1
28014369,1
28015347,1
28015549,1
28018901,1
28020642,1
28021215,1
28023231,1
28023427,1
28023632,1
28024117,1
28024906,1
28025859,1
28026937,1
28027834,1
28030095,1
28030458,1
28031008,1
28031140,1
28031731,1
28034063,1
28034150,1
28037740,1
28040501,1
28041017,1
28041363,1
28041723,1
28041789,1
28042650,1
28042701,1
28044392,1
28045331,1
28047149,1
28048281,1
28050126,1
28050638,1
28051723,1
28052517,1
28055350,1
28056186,1
28057859,1
28059449,1
28061289,1
28062981,1
28063359,1
28064965,1
28065611,1
28067309,1
28067381,1
28069890,1
28071380,1
28073697,1
28076165,1
28077475,1
28078474,1
28081913,1
28084125,1
28084438,1
28085328,1
28086870,1
28086883,1
28087178,1
28087510,1
28087611,1
28088116,1
28088185,1
28088250,1
28088987,1
28090012,1
28090040,1
28090162,1
28090627,1
28091018,1
28092570,1
28093908,1
28094370,1
28094526,1
28095628,1
28096598,1
28096870,1
28098482,1
28099303,1
28099776,1
28099860,1
28100915,1
28101274,1
28102519,1
28102534,1
28104297,1
28106329,1
28107475,1
28108502,1
28109710,1
28109857,1
28110146,1
28112498,1
28112647,1
28113154,1
28114667,1
28115905,1
28116476,1
28119570,1
28119589,1
28121390,1
28122266,1
28122528,1
28122586,1
28123739,1
28123923,1
28123997,1
28124914,1
28125808,1
28127197,1
28127707,1
28128437,1
28128890,1
28128960,1
28129801,1
28129839,1
28129934,1
28131866,1
28132038,1
28132180,1
28133121,1
28133307,1
28133443,1
28134393,1
28135230,1
28137866,1
28138113,1
28138736,1
28139902,1
28140403,1
28140587,1
28141234,1
28143702,1
28144477,1
28144525,1
28144589,1
28145817,1
28146420,1
28147015,1
28147789,1
28148129,1
28148160,1
28149386,1
28151260,1
28151642,1
28152021,1
28153196,1
28153324,1
28155128,1
28155248,1
28157729,1
28158938,1
28160766,1
28161248,1
28161637,1
28163837,1
28164382,1
28165026,1
28168337,1
28169498,1
28170563,1
28171798,1
28171950,1
28172002,1
28173397,1
28175277,1
28177732,1
28177820,1
28178032,1
28178108,1
28178752,1
28179342,1
28181432,1
28181609,1
28182068,1
28182832,1
28184596,1
28185000,1
28187210,1
28188666,1
28192593,1
28195659,1
28199232,1
28199646,1
28201643,1
28202261,1
28203830,1
28203943,1
28204403,1
28204580,1
28205403,1
28206650,1
28207294,1
28207712,1
28208652,1
28210047,1
28210948,1
28211132,1
28212755,1
28212993,1
28214492,1
28215580,1
28215854,1
28216920,1
28218254,1
28218870,1
28220222,1
28221374,1
28223320,1
28226179,1
28226630,1
28227625,1
28230619,1
28231647,1
28232062,1
28234058,1
28240057,1
28240945,1
28241941,1
28243909,1
28247077,1
28247084,1
28247404,1
28248792,1
28253490,1
28253597,1
28253709,1
28255380,1
28255553,1
28257025,1
28257217,1
28257370,1
28257842,1
28258316,1
28258820,1
28260090,1
28262597,1
28263285,1
28263430,1
28263867,1
28264255,1
28265531,1
28266241,1
28266989,1
28267623,1
28268015,1
28269285,1
28269593,1
28269862,1
28270545,1
28273100,1
28273614,1
28273800,1
28274479,1
28275597,1
28276382,1
28276753,1
28277947,1
28278093,1
28278417,1
28278560,1
28280980,1
28282093,1
28282280,1
28283286,1
28283835,1
28284917,1
28286449,1
28288058,1
28288089,1
28288357,1
28288989,1
28289078,1
28289110,1
28291847,1
28292757,1
28293210,1
28293392,1
28293547,1
28296823,1
28296947,1
28297341,1
28299394,1
28301110,1
28301728,1
28302871,1
28303132,1
28303810,1
28303841,1
28304970,1
28306535,1
28306606,1
28308120,1
28308229,1
28310453,1
28311820,1
28312665,1
28312890,1
28313317,1
28313399,1
28316537,1
28317925,1
28317998,1
28319163,1
28319523,1
28321008,1
28322771,1
28322950,1
28323722,1
28324491,1
28326030,1
28326566,1
28326681,1
28327054,1
28328858,1
28333085,1
28333361,1
28334426,1
28336541,1
28339712,1
28340472,1
28341097,1
28341652,1
28341787,1
28342881,1
28343257,1
28343789,1
28345348,1
28346592,1
28346672,1
28347789,1
28348253,1
28348730,1
28350706,1
28350911,1
28353240,1
28353857,1
28354080,1
28354726,1
28355099,1
28355574,1
28357210,1
28358828,1
28360447,1
28363411,1
28364052,1
28364776,1
28370499,1
28371176,1
28372399,1
28373664,1
28375451,1
28376448,1
28377153,1
28380678,1
28381142,1
28381635,1
28381641,1
28384349,1
28387007,1
28387415,1
28388504,1
28388615,1
28389256,1
28390210,1
28390314,1
28391428,1
28392324,1
28392482,1
28393182,1
28393618,1
28394557,1
28396364,1
28397141,1
28397920,1
28398761,1
28400098,1
28400103,1
28402536,1
28402651,1
28402761,1
28403212,1
28403372,1
28403611,1
28404121,1
28404934,1
28407239,1
28407589,1
28409994,1
28411222,1
28412859,1
28413958,1
28414704,1
28417010,1
28417344,1
28419941,1
28420622,1
28421549,1
28422766,1
28423867,1
28425069,1
28426976,1
28428569,1
28431505,1
28431949,1
28432529,1
28432610,1
28434897,1
28435042,1
28436370,1
28437057,1
28438992,1
28439778,1
28441848,1
28442889,1
28444786,1
28445408,1
28445795,1
28446128,1
28446906,1
28448629,1
28448972,1
28449037,1
28450508,1
28450780,1
28451018,1
28451871,1
28452552,1
28452851,1
28456841,1
28457549,1
28460674,1
28462601,1
28463128,1
28463329,1
28463708,1
28464006,1
28465092,1
28466493,1
28470405,1
28470872,1
28472391,1
28473797,1
28476576,1
28476586,1
28476697,1
28478165,1
28478361,1
28480936,1
28482388,1
28483137,1
28483905,1
28483931,1
28484570,1
28484608,1
28485334,1
28485467,1
28486631,1
28487314,1
28487950,1
28488183,1
28488431,1
28489487,1
28492063,1
28492639,1
28493591,1
28493757,1
28493887,1
28494755,1
28495130,1
28495793,1
28495876,1
28497793,1
28498637,1
28499502,1
28502745,1
28505107,1
28505327,1
28505512,1
28506010,1
28506316,1
28506841,1
28509035,1
28509104,1
28509933,1
28512064,1
28512852,1
28513000,1
28513067,1
28513735,1
28513942,1
28514525,1
28515105,1
28515769,1
28515776,1
28516977,1
28517010,1
28517064,1
28517588,1
28518472,1
28518567,1
28519501,1
28519774,1
28520761,1
28521079,1
28522318,1
28522365,1
28524051,1
28524616,1
28525218,1
28526597,1
28527297,1
28527329,1
28529504,1
28530727,1
28531444,1
28533868,1
28535709,1
28535893,1
28536432,1
28536501,1
28537055,1
28537260,1
28539107,1
28541177,1
28541754,1
28542511,1
28543741,1
28544036,1
28544780,1
28544942,1
28547956,1
28548177,1
28548216,1
28549553,1
28550123,1
28550997,1
28551742,1
28552490,1
28554306,1
28554505,1
28555703,1
28555993,1
28559255,1
28560217,1
28561964,1
28569119,1
28569479,1
28569507,1
28570520,1
28571298,1
28573062,1
28575190,1
28575864,1
28579102,1
28579667,1
28580648,1
28581110,1
28582047,1
28582114,1
28582940,1
28583263,2
28586259,1
28586922,1
28587038,1
28587105,1
28587323,1
28590012,1
28591950,1
28592468,1
28592630,1
28593370,1
28594492,1
28595502,1
28596487,1
28597345,1
28597686,1
28598788,1
28599691,1
28599965,1
28601652,1
28601765,1
28601999,1
28602798,1
28602944,1
28603503,1
28605704,1
28606799,1
28606933,1
28606965,1
28607015,1
28608006,1
28610041,1
28611365,1
28611695,1
28612332,1
28614460,1
28615374,1
28616297,1
28616637,1
28617972,1
28618481,1
28618602,1
28620058,1
28620166,1
28620628,1
28621813,1
28622455,1
28622593,1
28622853,1
28623032,1
28623293,1
28624122,1
28625007,1
28625869,1
28626846,1
28627093,1
28627437,1
28629847,1
28629857,1
28630093,1
28631491,1
28632179,1
28633347,1
28635979,1
28636016,1
28637209,1
28639720,1
28640068,1
28640494,1
28641204,1
28643104,1
28644018,1
28644379,1
28645829,1
28646421,1
28647602,1
28649015,1
28649229,1
28650604,1
28652829,1
28652832,1
28654470,1
28654480,1
28658028,1
28659149,1
28660438,1
28661572,1
28663430,1
28663533,1
28663658,1
28666323,1
28667283,1
28667419,1
28669509,1
28669621,1
28669710,1
28670023,1
28671604,1
28671605,1
28674019,1
28674055,1
28674489,1
28675570,1
28677400,1
28677720,1
28678277,1
28680562,1
28682715,1
28682873,1
28683287,1
28683351,1
28684517,1
28685337,1
28687326,1
28689331,1
28690883,1
28691290,1
28692053,1
28693280,1
28694341,1
28694399,1
28695150,1
28695459,1
28697977,1
28698461,1
28698594,1
28700397,1
28702322,1
28704663,1
28705177,1
28707018,1
28707310,1
28708283,1
28708536,1
28709641,1
28709714,1
28711851,1
28712516,1
28712612,1
28715524,1
28716700,1
28716825,1
28716847,1
28718545,1
28718962,1
28719282,1
28720185,1
28721197,1
28721538,1
28722022,1
28722859,1
28723211,1
28723301,1
28723676,1
28724346,1
28725303,1
28725708,1
28726101,1
28727011,1
28727478,1
28727969,1
28728578,1
28729680,1
28730018,1
28730433,1
28731073,1
28731281,1
28731997,1
28733169,1
28735343,1
28735433,1
28735503,1
28735631,1
28736506,1
28737059,1
28737255,1
28737450,1
28737963,1
28739826,1
28740925,1
28743049,1
28743117,1
28744124,1
28744803,1
28745967,1
28747091,1
28748329,1
28748475,1
28751716,1
28752196,1
28752414,1
28753060,1
28753126,1
28753713,1
28755221,1
28755480,1
28756073,1
28756401,1
28757979,1
28761310,1
28762048,1
28762669,1
28764196,1
28766787,1
28766861,1
28768130,1
28769241,1
28771263,1
28771333,1
28771903,1
28775248,1
28776686,1
28778296,1
28779490,1
28780005,1
28782218,1
28783007,1
28783048,1
28783576,1
28785832,1
28787517,1
28788280,1
28788394,1
28788671,1
28791007,1
28791697,1
28792067,1
28792077,1
28792124,1
28792466,1
28793337,1
28796768,1
28797342,1
28797425,1
28801130,1
28801674,1
28801698,1
28803426,1
28804523,1
28806912,1
28806986,1
28808003,1
28808074,1
28809333,1
28810298,1
28810473,1
28811762,1
28813198,1
28813224,1
28815373,1
28816096,1
28818814,1
28819611,1
28820756,1
28821429,1
28822052,1
28822374,1
28823740,1
28824170,1
28824658,1
28825192,1
28825255,1
28825986,1
28827740,1
28828464,1
28829316,1
28829529,1
28829760,1
28830851,1
28832056,1
28832481,1
28832725,1
28832778,1
28832934,1
28834365,1
28836772,1
28837059,1
28838014,1
28839106,1
28843742,1
28845049,1
28845187,1
28845705,1
28847704,1
28849538,1
28850222,1
28851726,1
28852753,1
28852755,1
28852807,1
28853401,1
28854700,1
28856803,1
28857203,1
28857527,1
28859555,1
28859881,1
28859949,1
28860514,1
28862067,1
28863239,1
28864615,1
28865810,1
28867801,1
28867825,1
28868383,1
28869810,1
28870162,1
28870787,1
28873759,1
28875956,1
28877474,1
28880790,1
28881272,1
28883371,1
28885805,1
28885931,1
28886172,1
28886342,1
28886442,1
28886699,1
28886844,1
28887315,1
28888132,1
28889368,1
28890802,1
28891954,1
28892301,1
28892837,1
28893431,1
28894421,1
28895160,1
28895281,1
28895771,1
28896017,1
28897063,1
28897625,1
28897675,1
28897837,1
28898047,1
28898460,1
28899336,1
28901876,1
28901891,1
28903796,1
28905215,1
28907870,1
28909909,1
28910046,1
28911134,1
28911565,1
28911635,1
28912154,1
28912475,1
28912933,1
28913760,1
28914744,1
28914759,1
28915047,1
28915112,1
28915391,1
28916231,1
28916796,1
28920388,1
28920659,1
28921302,1
28921942,1
28922336,1
28923585,1
28924902,1
28926971,1
28927960,1
28929210,1
28930143,1
28931325,1
28931856,1
28933277,1
28933326,1
28933667,1
28935046,1
28936204,1
28937802,1
28938140,1
28939114,1
28940808,1
28940869,1
28940942,1
28941333,1
28941622,1
28941754,1
28941882,1
28943087,1
28943719,1
28945125,1
28946199,1
28946611,1
28947017,1
28948350,1
28948411,1
28948814,1
28949532,1
28950082,1
28951331,1
28952089,1
28952279,1
28952371,1
28952577,1
28952638,1
28954119,1
28955624,1
28958130,1
28960829,1
28962054,1
28964021,1
28964028,1
28964176,1
28965409,1
28968090,1
28968275,1
28969509,1
28970159,1
28970774,1
28972424,1
28974377,1
28974958,1
28974995,1
28976199,1
28977413,1
28977948,1
28979633,1
28981364,1
28981948,1
28983855,1
28984206,1
28985488,1
28986096,1
28988328,1
28990511,1
